reference_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.01,0.9540399013659844
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.025,1.0865924642643838
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.05,1.2005949809992469
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.1,1.3320325816300167
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.15000000000000002,1.4207129067741886
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.2,1.4911932179752605
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.25,1.551659049299874
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.3,1.6059592346044564
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.35000000000000003,1.6562764486344588
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.4,1.7040225642178426
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.45,1.7502174836060607
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.5,1.79568
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.55,1.8411425163939394
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.6000000000000001,1.8873374357821573
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.6500000000000001,1.9350835513655413
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.7000000000000001,1.9854007653955434
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.7500000000000001,2.039700950700126
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.8,2.1001667820247394
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.8500000000000001,2.1706470932258113
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.9000000000000001,2.2593274183699834
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.95,2.390765019000753
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.975,2.5047675357356156
2019-11-30,HHS Region 1,ili perc,1,2019-12-07,quantile,0.99,2.6373200986340155
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.01,0.6054211578747457
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.025,0.792878790052975
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.05,0.9541026953640839
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.1,1.1399835327818972
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.15000000000000002,1.2653964513164409
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.2,1.3650706632972731
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.25,1.4505822620167055
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.3,1.5273743205138182
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.35000000000000003,1.598533607015877
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.4,1.666056811224532
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.45,1.7313862927360817
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.5,1.79568
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.55,1.8599737072639182
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.6000000000000001,1.9253031887754681
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.6500000000000001,1.992826392984123
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.7000000000000001,2.0639856794861817
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.7500000000000001,2.1407777379832944
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.8,2.226289336702727
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.8500000000000001,2.3259635486835593
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.9000000000000001,2.451376467218103
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.95,2.6372573046359156
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.975,2.7984812099470244
2019-11-30,HHS Region 1,ili perc,2,2019-12-14,quantile,0.99,2.9859388421252544
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.01,0.337916587478604
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.025,0.5675043610921012
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.05,0.764962512267605
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.1,0.9926191145850456
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.15000000000000002,1.146217943366479
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.2,1.2682934233000014
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.25,1.3730233152761218
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.3,1.4670739950840634
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.35000000000000003,1.5542259662793447
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.4,1.6369246643338218
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.45,1.7169366117657638
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.5,1.79568
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.55,1.874423388234236
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.6000000000000001,1.9544353356661783
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.6500000000000001,2.037134033720655
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.7000000000000001,2.1242860049159367
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.7500000000000001,2.2183366847238783
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.8,2.3230665766999987
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.8500000000000001,2.445142056633521
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.9000000000000001,2.598740885414955
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.95,2.8263974877323945
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.975,3.0238556389078983
2019-11-30,HHS Region 1,ili perc,3,2019-12-21,quantile,0.99,3.253443412521396
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.01,0.11239980273196881
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.025,0.3775049285287679
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.05,0.6055099619984937
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.1,0.8683851632600336
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.15000000000000002,1.0457458135483773
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.2,1.1867064359505213
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.25,1.3076380985997482
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.3,1.416238469208913
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.35000000000000003,1.5168728972689174
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.4,1.6123651284356852
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.45,1.7047549672121212
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.5,1.79568
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.55,1.8866050327878787
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.6000000000000001,1.9789948715643149
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.6500000000000001,2.0744871027310827
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.7000000000000001,2.175121530791087
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.7500000000000001,2.283721901400252
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.8,2.404653564049479
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.8500000000000001,2.545614186451623
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.9000000000000001,2.722974836739967
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.95,2.9858500380015056
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.975,3.2138550714712317
2019-11-30,HHS Region 1,ili perc,4,2019-12-28,quantile,0.99,3.478960197268031
