reference_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.01,0.5072937836091987
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.025,0.649081134274589
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.05,0.7710260779526128
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.1,0.9116207881849376
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.15000000000000002,1.0064793717038032
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.2,1.0818699668063056
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.25,1.1465483844983775
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.3,1.2046316025563926
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.35000000000000003,1.2584543602170335
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.4,1.3095268938980344
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.45,1.35894016129202
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.5,1.40757
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.55,1.45619983870798
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.6000000000000001,1.5056131061019655
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.6500000000000001,1.5566856397829665
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.7000000000000001,1.6105083974436074
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.7500000000000001,1.6685916155016225
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.8,1.7332700331936943
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.8500000000000001,1.8086606282961968
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.9000000000000001,1.9035192118150626
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.95,2.0441139220473867
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.975,2.166058865725411
2016-01-16,HHS Region 1,ili perc,1,2016-01-23,quantile,0.99,2.3078462163908013
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.01,0.13438716489819355
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.025,0.33490475918213836
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.05,0.5073609523944228
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.1,0.706191898402892
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.15000000000000002,0.8403421937227727
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.2,0.9469605957921102
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.25,1.0384296912850701
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.3,1.120571766008989
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.35000000000000003,1.1966886398569878
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.4,1.268916109653416
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.45,1.3387970225631587
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.5,1.40757
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.55,1.4763429774368415
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.6000000000000001,1.5462238903465841
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.6500000000000001,1.6184513601430124
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.7000000000000001,1.694568233991011
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.7500000000000001,1.7767103087149299
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.8,1.8681794042078899
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.8500000000000001,1.9747978062772276
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.9000000000000001,2.1089481015971083
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.95,2.307779047605577
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.975,2.480235240817861
2016-01-16,HHS Region 1,ili perc,2,2016-01-30,quantile,0.99,2.6807528351018064
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.01,-0.1517541476347406
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.025,0.09382874758830022
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.05,0.30504358576476254
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.1,0.5485607671625731
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.15000000000000002,0.7128606533512641
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.2,0.8434409944816517
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.25,0.9554673000774818
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.3,1.056070384821066
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.35000000000000003,1.1492941356927633
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.4,1.2377543588995297
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.45,1.323340648593899
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.5,1.40757
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.55,1.491799351406101
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.6000000000000001,1.5773856411004705
2016-01-16,HHS Region 1,ili perc,3,2016-02-06,quantile,0.6500000000000001,1.6658458643072371
