reference_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.01,2.1527714442266066
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.025,2.290176128547688
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.05,2.408351737387249
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.1,2.5446006459536887
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.15000000000000002,2.6365271377203214
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.2,2.7095873992473494
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.25,2.7722665982284997
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.3,2.8285544560956555
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.35000000000000003,2.8807135449773105
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.4,2.930207419677578
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.45,2.978093316238032
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.5,3.02522
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.55,3.072346683761968
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.6000000000000001,3.1202325803224222
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.6500000000000001,3.16972645502269
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.7000000000000001,3.2218855439043446
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.7500000000000001,3.2781734017715003
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.8,3.340852600752651
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.8500000000000001,3.4139128622796786
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.9000000000000001,3.5058393540463113
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.95,3.6420882626127504
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.975,3.7602638714523122
2017-02-18,HHS Region 1,ili perc,1,2017-02-25,quantile,0.99,3.8976685557733934
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.01,1.7913914199524474
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.025,1.9857109880529142
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.05,2.15283653681552
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.1,2.3455215911687106
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.15000000000000002,2.475525282566461
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.2,2.578848095288509
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.25,2.6674898685663337
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.3,2.7470929205589947
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.35000000000000003,2.8208570114564546
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.4,2.8908519203119676
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.45,2.9585728046741573
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.5,3.02522
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.55,3.0918671953258428
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.6000000000000001,3.1595880796880325
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.6500000000000001,3.229582988543546
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.7000000000000001,3.3033470794410054
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.7500000000000001,3.3829501314336663
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.8,3.471591904711491
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.8500000000000001,3.5749147174335394
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.9000000000000001,3.70491840883129
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.95,3.89760346318448
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.975,4.064729011947086
2017-02-18,HHS Region 1,ili perc,2,2017-03-04,quantile,0.99,4.259048580047553
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.01,1.5140947744103932
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.025,1.7520866688524686
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.05,1.9567728275779745
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.1,2.1927628596908546
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.15000000000000002,2.3519842139922242
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.2,2.478528298971306
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.25,2.587091856184378
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.3,2.684585285859508
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.35000000000000003,2.7749274778790345
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.4,2.8606533835233456
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.45,2.9435941893320408
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.5,3.02522
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.55,3.1068458106679593
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.6000000000000001,3.1897866164766544
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.6500000000000001,3.2755125221209656
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.7000000000000001,3.365854714140492
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.7500000000000001,3.463348143815622
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.8,3.5719117010286943
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.8500000000000001,3.698455786007776
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.9000000000000001,3.857677140309146
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.95,4.093667172422025
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.975,4.298353331147531
2017-02-18,HHS Region 1,ili perc,3,2017-03-11,quantile,0.99,4.536345225589607
2017-02-18,HHS Region 1,ili perc,4,2017-03-18,quantile,0.01,1.2803228884532132
2017-02-18,HHS Region 1,ili perc,4,2017-03-18,quantile,0.025,1.5551322570953756
2017-02-18,HHS Region 1,ili perc,4,2017-03-18,quantile,0.05,1.7914834747744983
2017-02-18,HHS Region 1,ili perc,4,2017-03-18,quantile,0.1,2.063981291907378
2017-02-18,HHS Region 1,ili perc,4,2017-03-18,quantile,0.15000000000000002,2.247834275440643
2017-02-18,HHS Region 1,ili perc,4,2017-03-18,quantile,0.2,2.3939547984946983
2017-02-18,HHS Region 1,ili perc,4,2017-03-18,quantile,0.25,2.5193131964569995
2017-02-18,HHS Region 1,ili perc,4,2017-03-18,quantile,0.3,2.6318889121913114
