reference_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.01,1.0735640810183122
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.025,1.214763935338467
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.05,1.3362035997486674
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.1,1.4762157553452413
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.15000000000000002,1.5706812920170503
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.2,1.6457595059453507
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.25,1.7101699284049041
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.3,1.768012478461377
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.35000000000000003,1.821612221351887
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.4,1.8724731358246955
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.45,1.9216816591857058
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.5,1.97011
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.55,2.0185383408142945
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.6000000000000001,2.0677468641753047
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.6500000000000001,2.1186077786481134
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.7000000000000001,2.172207521538623
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.7500000000000001,2.230050071595096
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.8,2.2944604940546496
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.8500000000000001,2.36953870798295
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.9000000000000001,2.4640042446547588
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.95,2.604016400251332
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.975,2.725456064661533
2016-02-27,HHS Region 1,ili perc,1,2016-03-05,quantile,0.99,2.866655918981688
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.01,0.702202602085847
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.025,0.9018893510705148
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.05,1.0736309714894579
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.1,1.2716380608312248
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.15000000000000002,1.4052325039693498
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.2,1.5114091323455008
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.25,1.6024992253459822
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.3,1.6843009441180907
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.35000000000000003,1.7601024274535606
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.4,1.8320306224957046
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.45,1.9016219836171984
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.5,1.97011
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.55,2.0385980163828017
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.6000000000000001,2.1081893775042957
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.6500000000000001,2.1801175725464397
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.7000000000000001,2.2559190558819093
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.7500000000000001,2.337720774654018
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.8,2.4288108676544993
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.8500000000000001,2.5349874960306504
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.9000000000000001,2.6685819391687757
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.95,2.8665890285105418
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.975,3.038330648929485
2016-02-27,HHS Region 1,ili perc,2,2016-03-12,quantile,0.99,3.2380173979141533
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.01,0.4172469170051864
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.025,0.6618122387090181
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.05,0.8721519075215993
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.1,1.1146600746921047
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.15000000000000002,1.2782791837719387
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.2,1.4083184648372802
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.25,1.5198805890742024
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.3,1.6200668246113594
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.35000000000000003,1.7129043025703514
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.4,1.800997990556671
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.45,1.8862296531833807
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.5,1.97011
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.55,2.0539903468166196
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.6000000000000001,2.1392220094433294
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.6500000000000001,2.227315697429649
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.7000000000000001,2.320153175388641
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.7500000000000001,2.4203394109257976
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.8,2.53190153516272
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.8500000000000001,2.6619408162280616
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.9000000000000001,2.825559925307896
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.95,3.0680680924784003
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.975,3.278407761290982
2016-02-27,HHS Region 1,ili perc,3,2016-03-19,quantile,0.99,3.5229730829948136
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.01,0.17701816203662443
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.025,0.45941787067693374
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.05,0.7022971994973348
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.1,0.9823215106904828
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.15000000000000002,1.1712525840341006
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.2,1.3214090118907011
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.25,1.4502298568098084
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.3,1.565914956922754
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.35000000000000003,1.6731144427037739
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.4,1.7748362716493908
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.45,1.8732533183714113
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.5,1.97011
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.55,2.066966681628589
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.6000000000000001,2.1653837283506094
2016-02-27,HHS Region 1,ili perc,4,2016-03-26,quantile,0.6500000000000001,2.2671055572962264
