reference_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.01,0.8684542773274595
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.025,1.005696297494603
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.05,1.1237320061879434
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.1,1.2598196188455397
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.15000000000000002,1.3516372850282299
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.2,1.4246110554309812
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.25,1.4872160527288185
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.3,1.5434372751910597
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.35000000000000003,1.5955346164394002
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.4,1.644969898673967
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.45,1.6927991063457706
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.5,1.73987
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.55,1.7869408936542295
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.6000000000000001,1.8347701013260334
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.6500000000000001,1.8842053835606
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.7000000000000001,1.9363027248089406
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.7500000000000001,1.9925239472711818
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.8,2.055128944569019
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.8500000000000001,2.1281027149717704
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.9000000000000001,2.2199203811544606
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.95,2.356007993812056
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.975,2.474043702505397
2017-01-21,HHS Region 1,ili perc,1,2017-01-28,quantile,0.99,2.6112857226725406
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.01,0.5075020665313414
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.025,0.7015915927791976
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.05,0.8685192928576395
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.1,1.0609762403489889
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.15000000000000002,1.1908260291299946
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.2,1.2940265249310658
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.25,1.3825633611819983
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.3,1.4620721764812945
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.35000000000000003,1.5357489430382771
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.4,1.605660989634143
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.45,1.673301703801167
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.5,1.73987
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.55,1.806438296198833
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.6000000000000001,1.8740790103658571
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.6500000000000001,1.9439910569617234
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.7000000000000001,2.0176678235187055
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.7500000000000001,2.0971766388180018
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.8,2.185713475068934
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.8500000000000001,2.2889139708700057
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.9000000000000001,2.4187637596510116
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.95,2.61122070714236
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.975,2.7781484072208023
2017-01-21,HHS Region 1,ili perc,2,2017-02-04,quantile,0.99,2.9722379334686586
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.01,0.23053369381680927
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.025,0.46824384567969435
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.05,0.6726876902439595
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.1,0.9083983496476697
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.15000000000000002,1.0674312125084877
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.2,1.1938254904659191
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.25,1.3022605265934855
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.3,1.3996385403617198
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.35000000000000003,1.4898737823430994
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.4,1.575498202859876
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.45,1.6583408206332033
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.5,1.73987
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.55,1.821399179366797
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.6000000000000001,1.9042417971401242
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.6500000000000001,1.989866217656901
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.7000000000000001,2.0801014596382803
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.7500000000000001,2.177479473406515
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.8,2.285914509534081
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.8500000000000001,2.412308787491513
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.9000000000000001,2.5713416503523305
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.95,2.80705230975604
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.975,3.0114961543203056
2017-01-21,HHS Region 1,ili perc,3,2017-02-11,quantile,0.99,3.249206306183191
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.01,-0.002961445345081054
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.025,0.27152259498920595
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.05,0.5075940123758869
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.1,0.7797692376910795
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.15000000000000002,0.9634045700564597
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.2,1.1093521108619626
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.25,1.234562105457637
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.3,1.347004550382119
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.35000000000000003,1.4511992328788004
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.4,1.5500697973479336
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.45,1.6457282126915411
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.5,1.73987
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.55,1.834011787308459
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.6000000000000001,1.9296702026520665
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.6500000000000001,2.0285407671212
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.7000000000000001,2.132735449617881
2017-01-21,HHS Region 1,ili perc,4,2017-02-18,quantile,0.7500000000000001,2.2451778945423633
