reference_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.01,-0.1390393414043352
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.025,0.003677081129982304
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.05,0.12642107787019732
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.1,0.26793704510876304
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.15000000000000002,0.36341719635606196
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.2,0.4393017937850252
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.25,0.5044040214863992
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.3,0.5628678340311666
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.35000000000000003,0.6170432692037007
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.4,0.6684504593550792
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.45,0.7181875107571026
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.5,0.767136
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.55,0.8160844892428974
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.6000000000000001,0.865821540644921
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.6500000000000001,0.9172287307962995
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.7000000000000001,0.9714041659688335
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.7500000000000001,1.029867978513601
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.8,1.0949702062149749
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.8500000000000001,1.1708548036439383
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.9000000000000001,1.2663349548912373
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.95,1.4078509221298026
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.975,1.5305949188700176
2015-10-31,HHS Region 1,ili perc,1,2015-11-07,quantile,0.99,1.6733113414043352
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.01,-0.5143894577020807
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.025,-0.3125579573806796
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.05,-0.13897173249078854
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.1,0.06116206767033773
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.15000000000000002,0.19619139250170228
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.2,0.30350841936096457
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.25,0.39557687271694914
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.3,0.47825718932579747
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.35000000000000003,0.5548728244942596
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.4,0.6275735700098316
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.45,0.697912382655021
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.5,0.767136
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.55,0.8363596173449791
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.6000000000000001,0.9066984299901686
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.6500000000000001,0.9793991755057407
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.7000000000000001,1.0560148106742027
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.7500000000000001,1.138695127283051
2015-10-31,HHS Region 1,ili perc,2,2015-11-14,quantile,0.8,1.2307635806390356
